PMID	Title	Affiliation
23166343	Continuous Versus Bolus Infusion of Doxorubicin in Children With ALL: Long-term Cardiac Outcomes.	Department of Pediatrics, University of Miami Miller School of Medicine, Miami, FL 33101. slipshultz@med.miami.edu
23166347	We are still waiting for fully supportive electronic health records in pediatrics.	Cincinnati Children’s Hospital Medical Center and Department of Pediatrics, University of Cincinnati College of Medicine, Cincinnati, OH 45229. andrew.spooner@cchmc.org
23166405	Buffering boys and boosting girls: The protective and promotive effects of Early Head Start for chil...	Michigan State University.
23166456	Decision-tree model for health economic comparison of two long-acting somatostatin receptor ligand d...	HEVA, Lyon.
23166457	Recent advances in noninvasive glucose monitoring.	Centre for Integrative Digital Health, School of Nursing, The Hong Kong Polytechnic University, Hong Kong.
23166460	Doryctopambolus Nunes & Zaldívar-Riverón (Braconidae), a new neotropical doryctine wasp genus with p...	Fundação de Ensino Superior de Passos FESP/UEMG, Av. Juca Stockler, 1130, Bairro Belo Horizonte, CEP 37900-106, Passos, MG, Brasil.
23166473	Systematics of the Osteocephalusbuckleyi species complex (Anura, Hylidae) from Ecuador and Peru.	Museo de Zoología, Escuela de Biología, Pontificia Universidad Católica del Ecuador, Av. 12 de Octubre y Roca, Aptdo. 17-01-2184, Quito, Ecuador.
23166477	A Multi-Domain Self-Report Measure of Coparenting.	Prevention Research Center, Pennsylvania State University, Marion Suite 402, University Park, PA 16801.  mef11@psu.edu.
23166497	The mosquito melanization response is implicated in defense against the entomopathogenic fungus Beau...	Department of Biology, American University of Beirut, Beirut, Lebanon.
23166533	Electric Field Controlled Self-Assembly of Hierarchically Ordered Membranes.	Department of Materials Science and Engineering, Northwestern University, 2220 Campus Drive, Evanston, Illinois 60208.
23166566	Control of risk factors for cardiovascular disease among adults with previously diagnosed type 2 dia...	Department of Non-communicable Diseases Surveillance and Control, Ministry of Health, Muscat, Oman.
23166580	Is Age ≥ 70 Years an Important Predictor of Adverse Events Among Patients Enrolled in Metastatic Mel...	Department of Oncology, Mayo Clinic, Rochester, Minnesota.
23166680	Impaired olfactory associative behavior of honeybee workers due to contamination of imidacloprid in ...	Department of Entomology, National Taiwan University, Taipei, Taiwan.
23166700	A truncated AdeS kinase protein generated by ISAba1 insertion correlates with tigecycline resistance...	Graduate Institute of Medical Science, National Defense Medical Center, Taipei, Taiwan.
23166765	Climate, cattle rearing systems and African Animal Trypanosomosis risk in Burkina Faso.	Centre International de Recherche-Développement sur l'Elevage en Zone subhumide-CIRDES, Bobo-Dioulasso, Burkina Faso.
23166855	Salmonella typhi in the democratic republic of the congo: fluoroquinolone decreased susceptibility o...	National Institute for Biomedical Research, Kinshasa, Democratic Republic of the Congo.
23166861	Physically Abused Women's Experiences of Sexual Victimization and their Children's Disruptive Behavi...	Department of Psychology, Midwestern State University.
23166869	Ferrara ring segments implantation for treating keratoconus.	Department of Ophthalmology, Jordan University Hospital, Amman, Jordan.
23166912	Blastic transformation of mantle cell lymphoma.	Johns Hopkins University School of Medicine
23166922	A secret history.	niall.boyce@lancet.com
23166979	[Expert answer. Coronary artery patients with atrial fibrillation on anticoagulation treatment may n...	Dokuz Eylül Üniversitesi Tip Fakültesi, Karsiyoloji Anabilim Dali, Ïzmir.
23166993	The dental savings account. Putting the dentist and the patient back in control.	Argus Dental Plan. media@argusdental.com
23166996	Your virtual filing cabinet.	EZ and Paperless. financialscience@yahoo.com
23166995	Simple steps to protect your online reputation.	eMerit/Medical and Dental Reputation Management. jsegal@medicaljustice.com
23167001	Dental hygiene economics. Coping with the supply and dental issues of dental hygiene.	KeverlySugden@yahoo.com
23167008	Intermediate care for homeless people: results of a pilot project.	Three Boroughs Health Inclusion Team, Guy's and St. Thomas' NHS Foundation Trust, London. kendra.schneller@nhs.net
23167009	Acute supraventricular tachycardia in children.	Yeovil District Hopsital, Yeovil. siba.paul@nhs.net
23167020	The reinvented medical practice: eight entrepreneurial ideas to generate more revenue, professional ...	drvicki@medicalbridges.com
23167024	Mastering energy to avoid drama in your healthcare practice.	marlenechism@mchsi.com
23167019	Eight reasons your practice can't afford a lunch break.	Cheryl Bisera Consulting. cherylbisera@gmail.com
23167026	Let your communication skills equal your clinical skills.	doctorwhiz@gmail.com
23167028	Facing the truth: knowing the score.	tboden@aol.com
23167036	Commonsense approach to ICD-10 implementation.	maguire.nancy7@gmail.com
23167045	Hemodialysis and toxins: is there a risk?	Halton Healthcare Services, Oakville, Ontario. regq101@gmail.com
23167047	The community health promotion plan: a CKD prevention and management strategy.	St. Clair College & University of Windsor, ON. lisa.sinasac@hdgh.org
23167049	Establishing a successful intradialytic exercise program: Part 1.	Southern Alberta Renal Program, Calgary, Alberta. kristen.parker@albertahealthservices.ca
23167058	"Understanding the Liverpool Care Pathway is essential".	Royal College of Nursing.
23167061	New guidance on the insertion of balloon gastrostomy.	Darlington Foundation Trust.
23167067	[Positive experience through informal care: construction of a scale].	Sociaal en Cultureel Planbureau, Den Haag. a.de.boer@scp.nl
23167068	[Dementia in documentary film: Mum by Adelheid Roosen].	Universitair Docent, Capaciteitsgroep Letteren en Kunst/Centrum voor Gender en Diversiteit, Universiteit Maastricht, Postbus. a.swinnen@maastrichtuniversity.nl
23167059	How to ensure patient safety drug dose caculation.	University of Greenwich.
23167063	Dehydration in stroke patients admitted to hospital.	National Institute for Health and Clinical Excellence.
23167069	[18 FDG PET imaging of the brain in the analysis of a dementia syndrome].	Klinisch geriater, Rijnstate ziekenhuis, Arnhem. ggoluke@rijnstate.nl
23167060	How accurate are X-rays to check NG tube positioning?	Luton and Dunstable University Hospital.
23167064	Using Rapid Spread improve hospital nutrition.	Blackpool Teaching Hospitals Foundation Trust.
23167062	PEG feeding tube placement and aftercare.	Royal Free London Foundation Trust.
23167072	[Endometriosis: an essential differential diagnosis of chronic pelvic pain].	Service de gynécologie, Département de gynécologie et obstétrique, HUG, 1211 Genève 14. jmwenger@bluewin.ch
23167073	[Indications and techniques of reconstruction after mastectomy].	Service de chirurgie plastique, reconstructive et esthétique, Centre du sein CHUV, 1011 Lausanne. nathalie.koch@chuv.ch
23167074	[Contraception and bone health in adolescence].	Service de gynécologie, Département de gynécologie et obstétrique, HUG, 1211 Genève 14. olivier.julen@hcuge.ch
23167075	[Fast track in gynecological surgery].	Service de gynécologie, Département de gynécologie-obstétrique, HUG, Genève 14. philippe.brossard@hcuge.ch
23167077	[Performance of ultrasound estimation of fetal weight in fetuses weighing < or = 2000 g and more tha...	acnicod@bluewin.ch
23167076	[Cervical cancer prevention in Switzerland: the challenges of the vaccine era].	Fondation genevoise pour la formation et la recherche médicales, Centre collaborateur de l'OMS pour l'education et la recherche en reproduction humaine, Villa Grand-Montfleury, Vesoix.
23167079	[Two rapid diagnostic tests for multiple antibacterial resistance].	jeanyves.nau@gmail.com
23167080	[Numbers and letters].	cobiri@bluewin.ch
23167081	[Badgers, oocytes and alcohol: a weekend at London].	jeanyves.nau@gmail.com
23167082	[Same-sex marriage].	jeanyves.nau@gmail.com
23167085	The making of a neurosurgeon. Harvey Cushing, Halstedian technique, and the birth of a specialty.	courtney.pendleton@gmail.com
23167090	Chicken fried.	drozdowicz.linda@mayo.edu
23167122	[Seize the time].	myriam_heron@hotmail.com
23167129	[Helping brain-injured patients with temporal disorientation].	samsah.tc28@orange.fr
23167130	[The perception of time in a palliative care unit].	Infirmière Spécialiste Clinique, Sophrologue, Equipq Mobile Douleur Soins Palliatifs. pascale.tocheport@cfx.aphp.fr
23167132	[Time in home nursing].	delaetiti@yahoo.fr
23167136	[Magnesium in critical care and anesthesiology].	Etudiant en médecine, ULB, Bruxelles. jmontupi@ulb.ac.be
23167141	[Several streets of the area around Brugmann Hospital received the names of distinguished professors...	Laboratoire d'Anatomie, de Biomécanique et d'Organogenèse, Faculté de Médecine, ULB, Bruxelles. slouryan@ulb.ac.be
23167135	[Qualitative analysis of factors supporting the motivation for gastric bypass].	Centre de Recherche en Epidémiologie, Biostatistique et Recherche clinique, Ecole de Santé Publique, ULB, Bruxelles.
23167140	[Medicine of the future: free choice or tyranny of proof?].	Service de Pneumologie, C.H.U. de Charleroi.
23167139	[Richard Doll. A surprising story of conflicts of interest].	Service des Soins intensifs et Urgences oncologiques & Oncologie thoracique, Institut Jules Bordet, Centre des Tumeurs de l'ULB, Bruxelles. sculier@bordet.be
23167138	[Sexual violence in Congo-Kinshasa: necessity of decriminalizing abortion].	Ecole de Santé Publique, CR "Approaces sociales de la Santé, ULB, Bruxelles. jc_ombakalonda@yahoo.fr
23167142	[Interpretation of electrocardiographic tracings presented at the AMUB Meeting].	Service de Cardiologie, C.H.U. Tivoli, La Louvière.
23167143	[The 13th Annual Thoracic Oncology Day].	Service des Soins intensifs et Urgences oncologiques & Oncologie thoracique, Institut Jules Bordet.
23167157	[Clinical case of the month. Spontaneous hematoma and acquired hemophilia].	Service Cardiologie, CHR Citadelle, Liège, Belgique.
23167156	[Image of the month. Abnormal gluteal crease revealing Currarino syndrome].	Service de Neurologie, CHU de Liège, Belgique. neurologie@ulg.ac.be
23167158	[Clinical case of the month. Left recurrent neck abscess revealing a fourth branchial cleft fistula]...	Université Catholique de Louvain, Belgique.
23167159	[2011 European guidelines for the management of cardiovascular diseases during pregnancy. Part II: m...	Service de Cardiologie, CHU de Liège, Université de Liège, Belgique.
23167160	[Two bacteria and common skin infections].	Service de Dermatopathologie, CHU de Liège, Belgique. claudine.franchimont@ulg.ac.be
23167162	[Wellens syndrome: a poorly known yet significant electrocardiographic entity].	Université de Liège, Belgique.
23167163	[Nodular focal hyperplasia in a child].	Université de Liège, Belgique.
23167166	[Free fat transfer--a versatile tool in reconstructive surgery].	HYKS, Jorvin Sairaala, plastiikkakirurgian klinikka.
23167165	[Thoracic ultrasound: the pneumologist's new stethoscope].	Service de Pneumologie, CHU de Liège, Belgique. v.heinen@chu.ulg.ac.be
23167168	[Foley catheter versus intravaginal misoprostol for labour induction].	HYKS, Kätilöopiston sairaala.
23167171	[Surrogate alcohol poisonings].	HUS, Myrkytystietokeskus.
23167172	[Poisonings and their treatment during pregnancy].	HUSLAB, teratologinen tietopalvelu.
23167173	[Extracorporeal blood purification for poisonings].	Meilahden sairaala, nefrologian klinikka.
23167174	[Antidotes--often expensive and not always available].	Myrkytystietokeskus, HUSLAB.
23167186	[Combined treatments on sinuous mucosa after endoscopic sinus surgery and preliminary observation on...	angelhq117@163.com
23167206	Denture fixative cream and the potential for neuropathy.	Oral and Maxillofacial Surgery, Forth Valley Royal Hospital.
23167228	The combined effects of clinical factors and CYP2C9 and VKORC1 gene polymorphisms on initiating warf...	Institute of Cardiology of Medical Academy of Lithuanian University of Health Sciences, Kaunas, Lithuania. vacis_tatarunas@takas.lt
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	Medical Department I, Dresden University Hospital, Dresden, Germany.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	Medical Department I, Dresden University Hospital, Dresden, Germany.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	Medical Department I, Dresden University Hospital, Dresden, Germany.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	Cellex GmbH, Stem Cell Collection Center, Dresden, Germany.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	2nd Medical Department.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	Department of Radiology, ASKLEPIOS Hospital Altona, Hamburg, Germany.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	Medical Department I, Dresden University Hospital, Dresden, Germany.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	Department for Radiology, Dresden University Hospital, Dresden, Germany.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	Medical Department I, Dresden University Hospital, Dresden, Germany.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	Medical Department I, Dresden University Hospital, Dresden, Germany.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	German Bone Marrow Donor Center (DKMS), Tübingen, Germany.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	2nd Medical Department.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	Medical Department I, Dresden University Hospital, Dresden, Germany.
23167281	Pulmonary adverse events in unrelated donors of peripheral blood stem cells.	Medical Department I, Dresden University Hospital, Dresden, Germany.
23167290	Intramyocardial dissecting hematoma and postinfarction cardiac rupture.	Echocardiography Department, National Institute of Cardiology Ignacio Chávez, México City, DF, México. eco_vargas@terra.com.mx
23167310	Economic benefits of subcutaneous rapid push versus intravenous immunoglobulin infusion therapy in a...	St Paul's Hospital, Vancouver, BC.
23167310	Economic benefits of subcutaneous rapid push versus intravenous immunoglobulin infusion therapy in a...	The LA-SER Group, Montreal.
23167310	Economic benefits of subcutaneous rapid push versus intravenous immunoglobulin infusion therapy in a...	The LA-SER Group, Montreal.
23167310	Economic benefits of subcutaneous rapid push versus intravenous immunoglobulin infusion therapy in a...	St Paul's Hospital, Vancouver, BC.
23167310	Economic benefits of subcutaneous rapid push versus intravenous immunoglobulin infusion therapy in a...	Department of Medicine, James Hogg iCapture Centre for Cardiovascular and Pulmonary Research, University of British Columbia, Vancouver, BC, Canada.
23167316	Delayed rupture of left ventricular apex after heart transplantation: diagnosis by two- and three-di...	Division of Cardiology, Heart Center, Cheng-Hsin General Hospital, Taipei, Taiwan.
23167315	Patterns of mortality in public and private hospitals of Addis Ababa, Ethiopia.	Addis Ababa Mortality Surveillance Program, College of Health Sciences, Addis Ababa University, Addis Ababa, Ethiopia. asterawoke2007@gmail.com
23167341	Trends of breast cancer and its management in the last twenty years in Aden and adjacent governorate...	Department of Surgery, Faculty of Medicine, University of Aden, Yemen. dr_harhra@yahoo.com
23167342	Non-enzymatic antioxidant status and biochemical parameters in the consumers of Pan Masala containin...	Department of Biochemistry, BP Koirala Institute of Health Sciences (BPKIHS), Nepal.
23167345	Metastatic bone disease as seen in our clinical practice--experience at a tertiary care cancer cente...	Department of Pathology Sultan Qaboos University Hospital, Muscat, Oman. asimqureshi32@hotmail.com
23167385	Poor treatment outcome of neuroblastoma and other peripheral nerve cell tumors may be related to und...	cheung.r100@gmail.com
23167399	First trial of cervical cytology in healthy women of urban Laos using by self-sampling instrument.	Setthathirath Hospital, Vientiane, Lao PDR. vvs30@hotmail.com
23167404	Urinary concentrations of human epidydimis secretory protein 4 (He4) in the diagnosis of ovarian can...	Department of Gynecology and Obstetrics of Riga Stradins University, Riga, Latvia. r.macuks@gmail.com
23167417	Healthy lifestyle changes during the period before and after cancer diagnosis among breast cancer su...	School of Nursing, Yuanpei University and National Taipei University of Nursing and Health Sciences, Taipei, Taiwan.
23167421	Use of complementary and alternative medicine among breast cancer survivors in Taiwan.	School of Nursing, Yuanpei University and National Taipei University of Nursing and Health Sciences, Taipei, Taiwan.
23167425	(-)-Epigallocatechin-3-gallate induces apoptosis and inhibits invasion and migration of human cervic...	Department of Biotechnology, Manipal University, Dubai, United Arab Emirates.
23167432	"The final piece of the puzzle to fit in": an interpretative phenomenological analysis of the return...	Rehabilitation Teaching and Research Unit, University of Otago, Wellington, New Zealand. jean.hay-smith@otago.ac.nz
23167455	Does ozone-water complex produce additional OH radicals in the atmosphere?	Institute of Atomic and Molecular Sciences, Academia Sinica, Taipei 10617, Taiwan.
23167477	Transports of acetate and haloacetate in Burkholderia species MBA4 are operated by distinct systems.	Molecular Microbiology Laboratory, School of Biological Sciences, The University of Hong Kong, Pokfulam Road, Hong Kong, Hong Kong.
23167500	Chikungunya virus and the mosquito vector Aedes aegypti in New Caledonia (South Pacific Region).	Institut Pasteur de Nouvelle-Calédonie , Réseau International des Instituts Pasteur, Laboratoire d'Epidémiologie Moléculaire, Nouméa, New Caledonia. mdupont@pasteur.nc
23167524	Education and imaging: hepatobiliary and pancreatic: Abernethy malformation-congenital portocaval sh...	Ultrasound Department, Iuliu Hatieganu University of Medicine and Pharmacy, Cluj-Napoca, Romania.
23167527	Flexible silver nanowire meshes for high-efficiency microtextured organic-silicon hybrid photovoltai...	Department of Photonics and Institute of Electro-Optical Engineering, National Chiao-Tung University, Hsinchu, Taiwan, ROC.
23167529	Efficacy of DEET and non-DEET-based insect repellents against bites of Simulium damnosum vectors of ...	Department of Parasitology, Noguchi Memorial Institute for Medical Research, University of Ghana, Legon-Accra, Ghana. mwilson@noguchi.mimcom.org
23167539	Dephosphorylation reactions of mono-, di-, and triesters of 2,4-dinitrophenyl phosphate with deferox...	INCT-Catálise, Departamento de Química, Universidade Federal de Santa Catarina, Florianópolis, SC, 88040-970, Brasil.
23167567	Biotic Abstract Dual Automata (BiADA): a novel tool for studying the evolution of porebiotic order (...	University of Craiova, Craiova, Romania.
23167579	The effect of pre-procedure anxiety on sedative requirements for sedation during colonoscopy.	Department of Anesthesiology, Chang Gung Memorial Hospital, Kaohsiung Medical Center, Kaohsiung, Taiwan. ed102605@gmail.com
23167574	Efficacy of warm showers on labor pain and birth experiences during the first labor stage.	Department of Nursing, Taipei City Hospital, Heping Fuyou Branch, Taipei, Taiwan.
23167603	Population pharmacokinetics of rifampicin in Mexican patients with tuberculosis.	Doctorado en Ciencias Biológicas y de la Salud, Universidad Autónoma Metropolitana, México. milanros@uaslp.mx
23167614	Synthesis and biological evaluation of tylophorine-derived dibenzoquinolines as orally active agents...	Institute of Biotechnology and Pharmaceutical Research, National Health Research Institutes, No. 35 Keyan Road, Zhunan Town, Miaoli County 350, Taiwan.
23167627	K and Au bicatalyst assisted growth of carbon nanocoils from acetylene: effect of deposition paramet...	Department of Applied Chemistry, National Chiao Tung University, Hsinchu, Taiwan, 30050, ROC.
23167631	Peroxisome proliferator-activated receptor agonists and bladder cancer: lessons from animal studies.	Department of Internal Medicine, National Taiwan University College of Medicine, Taipei, Taiwan. ccktsh@ms6.hinet.net
23167655	Coenzyme Q10 inhibits the release of glutamate in rat cerebrocortical nerve terminals by suppression...	School of Medicine, Fu Jen Catholic University, and Department of Anesthesiology, Far-EAstern Memorial Hospital, No. 510 Zhongzheng Road, Xinzhuang District, New Taipei City, Taiwan 24205.
23167771	Antiproteinuric effect of add-on paricalcitol in CKD patients under maximal tolerated inhibition of ...	Nephrology Departments at Second University, Napoli, Italia. luca.denicola@unina2.it
23167791	Predictors for health facility delivery in Busia district of Uganda: a cross sectional study.	Makerere University School of Public Health, P,O Box 7072, Kampala, Uganda.
23167842	Regulation of genes involved in cell wall synthesis and structure during Ustilago maydis dimorphism.	Departamento de Ingeniería Genética, Unidad Irapuato, Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional, Irapuato, Guanajuato, México.
23167876	Developing the One-Minute Preceptor.	Medical Education Unit, University of Otago, Wellington, New Zealand. peter.gallagher@otago.ac.nz
23167913	Isolated intestinal transplantation for megacystis microcolon intestinal hypoperistalsis syndrome: c...	Division of Pediatric Surgery, Department of Surgery, Far Eastern Memorial Hospital, New Taipei, Taiwan.
23167920	Progression of haemophilic arthropathy in children: a Lithuanian--Danish comparative study.	Clinic of Children's Diseases, Vilnius University and Centre for Pediatric Hematology/Oncology, Children's Hospital, Vilnius University Hospital Santariskiu Klinikos, Vilnius, Lithuania. sonata.trakymiene@vuvl.lt
23167933	Differential relations between fronto-limbic metabolism and executive function in patients with remi...	Department of Psychiatry, Taipei Veterans General Hospital, Taipei, Taiwan.
23167952	Negative axillary ultrasonography with biopsy may predict non-involvement of the non-sentinel lymph ...	Department of Surgery, Tawam Hospital, Al-Ain, United Arab Emirates.
23167967	Dendritic cell subsets in mycobacterial infection: control of bacterial growth and T cell responses.	Malaghan Institute of Medical Research, PO Box 7060, Newtown, Wellington 6242, New Zealand.
23168053	Vectors of rickettsiae in Africa.	Service d'Ecologie des Systèmes Vectoriels, Institut Pasteur d'Algérie, 1 Rue du Docteur Laveran, Hamma, Alger, Algeria. idirbitam@gmail.com
23168054	Spotted fever group rickettsiae identified in Dermacentor marginatus and Ixodes ricinus ticks in Alg...	Service d'Ecologie et des Systèmes Vectoriels, Institut Pasteur d'Algérie, Algiers, Algeria.
23168055	The first molecular detection of Rickettsia aeschlimannii in the ticks of camels from southern Alger...	Service d'Ecologie des Systèmes Vectoriels, Institut Pasteur d'Alger, Algiers, Algeria.
23168074	The prevalence of the platelet glycoprotein VI polymorphisms in patients with sticky platelet syndro...	Department of Hematology and Transfusion Medicine, National Center of Hemostasis and Thrombosis, Jessenius Faculty of Medicine, Comenius University, Martin, Slovakia. kubisz@jfmed.uniba.sk
23168077	Two sugar isomers influence host plant acceptance by a cereal caterpillar pest.	IRD, UR 072, c/o ICIPE, NSBB Project, Nairobi, Kenya.
23168084	Neurosteroidogenic enzymes and their regulation in the early brain of the protogynous grouper Epinep...	Department of Aquaculture, National Taiwan Ocean University, Keelung 20224, Taiwan.
23168166	Reliability of a novel procedure to monitor the flexibility of lower limb muscle groups in highly-tr...	Aspire Health Centre, Aspire Academy for Sports Excellence, PO Box 22287, Doha, Qatar. francois.fourchet@aspire.qa
23168159	Silastic splints reduce middle meatal adhesions after endoscopic sinus surgery.	North Shore Hospital, and Department of Surgery, The University of Auckland, Auckland, New Zealand.
23168172	The effect of at-birth vitamin A supplementation on differential leucocyte counts and in vitro cytok...	Bandim Health Project, INDEPTH Network, Statens Serum Institut, Artillerivej 5, 2300 Copenhagen, Denmark.
23168172	The effect of at-birth vitamin A supplementation on differential leucocyte counts and in vitro cytok...	Bandim Health Project, INDEPTH Network, Bissau, Guinea-Bissau.
23168172	The effect of at-birth vitamin A supplementation on differential leucocyte counts and in vitro cytok...	Department of Parasitology, Leiden University Medical Center, Leiden, The Netherlands.
23168172	The effect of at-birth vitamin A supplementation on differential leucocyte counts and in vitro cytok...	Bandim Health Project, INDEPTH Network, Statens Serum Institut, Artillerivej 5, 2300 Copenhagen, Denmark.
23168172	The effect of at-birth vitamin A supplementation on differential leucocyte counts and in vitro cytok...	Department of Clinical Immunology, Aarhus University Hospital, Skejby Sygehus, Aarhus, Denmark.
23168172	The effect of at-birth vitamin A supplementation on differential leucocyte counts and in vitro cytok...	Department of Clinical Immunology, Aarhus University Hospital, Skejby Sygehus, Aarhus, Denmark.
23168172	The effect of at-birth vitamin A supplementation on differential leucocyte counts and in vitro cytok...	Department of Parasitology, Leiden University Medical Center, Leiden, The Netherlands.
23168172	The effect of at-birth vitamin A supplementation on differential leucocyte counts and in vitro cytok...	Bandim Health Project, INDEPTH Network, Statens Serum Institut, Artillerivej 5, 2300 Copenhagen, Denmark.
23168172	The effect of at-birth vitamin A supplementation on differential leucocyte counts and in vitro cytok...	Bandim Health Project, INDEPTH Network, Statens Serum Institut, Artillerivej 5, 2300 Copenhagen, Denmark.
23168218	Cranial neurosurgery procedure utilization among patients with acute ischemic stroke.	Stroke Center, St. Rose Dominican Hospitals-Siena Campus, Henderson, Nevada. Electronic address: scottselco@gmail.com.
23168227	Pellagra revealing a congenital duodenal diaphragm in an adult.	Surgery and gastroenterology departments, Rabta Hospital, 1, Rue El Jahedh Le bardo 2000 Tunis, Tunisia. Electronic address: khouloud13@voila.fr.
23168228	Sequential therapy versus standard triple-drug therapy for Helicobacter pylori eradication: result o...	Department of Hepato-Gastroenterology, Hassan II University Hospital, Fez, Morocco. m.lahbabi@yahoo.fr
23168239	Fatty acid composition of wild mushroom species of order Agaricales--examination by gas chromatograp...	Department of Lipid Chemistry, Institute of Organic Chemistry with Centre of Phytochemistry, Bulgarian Academy of Sciences, Acad. G. Bonchev Str., Bl. 9, 1113 Sofia, Bulgaria.
23168240	Application of the Vibrant Soundbridge middle-ear implant for aural atresia in patients with Treache...	Clinic of Ear, Nose, Throat and Eye Diseases, Faculty of Medicine, Vilnius University, Center of Ear, Nose and Throat Diseases, Vilnius University Hospital Santariskiu Clinics, Lithuania. eugenijus.lesinskas@santa.lt
23168298	Long-term vitamin D3 supplementation is more effective than vitamin D2 in maintaining serum 25-hydro...	Department of Human Nutrition, University of Otago, Dunedin 9054, New Zealand.
23168303	The effect of in-hospital developmental care on neonatal morbidity, growth and development of preter...	School and Graduate Institute of Physical Therapy, College of Medicine, National Taiwan University, Taipei, Taiwan.
23168330	Genetic susceptibility to dioxin-like chemicals' induction of cytochrome P4501A2 in the human adult ...	Department of Environmental and Occupational Medicine, College of Medicine, National Taiwan University and National Taiwan University Hospital, Taipei, Taiwan.
23168396	Two-Year Evaluation of the X-STOP Interspinous Spacer in Different Primary Patient Populations With ...	*Greater Baltimore Spine Care, Towson, MD†Department of Neurological Surgery, University of Wisconsin School of Medicine, Madison, WI‡St Mary's Hospital, San Francisco§Medtronic Spine LLC, Sunnyvale, CA∥Neurosurgical Specialists Inc., Norfolk, VA.
23168423	Lactate clearance in the acutely traumatized patient.	Department of Emergency Medicine, University of Mississippi Medical Center, Jackson, Mississippi. aejones@umc.edu.
23168458	MDCT Airway Assessment: Now a Critical Part of the Bronchoscopist's Tool Kit.	Department of Medicine, Biomedical Engineering and Radiology, University of Iowa, Iowa City, IA.
23168463	Biopsy of peripheral pulmonary lesions using real-time radial endobronchial ultrasound and a "double...	Division of Pulmonary and Critical Care, Department of Internal Medicine, Barnes-Jewish Hospital, Washington University School of Medicine. St Louis, MO.
23168464	The Long-term Prognosis of Patients With the Diagnosis of Nonmalignant Pleural Effusions After Pleur...	Department of Pulmonary and Critical Care Medicine, Lahey Clinic Medical Center, Burlington, MA.
23168465	Multidetector-row Computed Tomography of Diffuse Tracheal Disease: Pictorial Review.	*Department of Radiology, University of Washington, Seattle, WA †Section of Thoracic Imaging, Imaging Institute, Cleveland Clinic, Cleveland, OH.
23168470	Endobronchial leiomyoma: case report and literature review.	Division of Pulmonary, Critical Care and Sleep Medicine, Saint Louis University, Saint Louis, MO.
23168472	Pulmonary pleomorphic carcinoma mimicking bronchopneumonia in an elderly man.	*Division of Pulmonary and Critical Care Medicine †Department of Pathology ‡Bronx-Lebanon Hospital, Bronx, NY.
23168477	Granular cell tumor of trachea.	Hershey Medical Center, Penn State University, Hershey, PA.
23168478	Endobronchial Ultrasound-guided Transbronchial Needle Aspiration in the Diagnosis of Metastatic Thyr...	Division of Pulmonary and Critical Care Medicine, Henry Ford Hospital, Detroit, MI.
23168479	Dr chevalier jackson saved my life.	Pulmonary and Critical Care, Virginia Commonwealth University Medical Center, VA.
23168501	Barotrauma from novel endobronchial ablation techniques.	Cleveland Clinic Foundation, Cleveland, OH.
23168504	Ultrasound-guided Fine Needle Aspiration Biopsy of Pleural-based Intrathoracic Lesions.	Pulmonary and Critical Care Medicine, Veterans Affairs Medical Center, Washington, DC.
23168505	Low-dose Talc Plus Low-dose Doxycycline for Pleuroscopic Pleurodesis: Initial Experience.	*Interventional Pulmonary, Pulmonary and Critical Care Department †Cooper University Hospital-UMDNJ, Robert Wood Johnson Medical School, Camden, NJ.
23168507	Minimally invasive talc insufflation: a new technique with no need for thoracoscopy.	*Pulmonary, Critical Care and Sleep Medicine, Baytown Chest Clinic †Cardiovascular and Thoracic Surgery, San Jacinto Methodist Hospital, Baytown, TX.
23168509	Endotracheal spindle cell lipoma presenting as a chronic cough.	*Section of Interventional Pulmonology and Thoracic Oncology, University of Pennsylvania Medical Center, Philadelphia †Reading Hospital and Medical Center, Reading, PA.
23168508	Bronchoscopic view of a tuberculosis cavity with actinomyces.	Department of Pulmonary Critical Care and Sleep Medicine, School of Medicine, University of South Carolina, Columbia, SC.
23168510	A Unique Case of Pulmonary Hyalinizing Granuloma Associated With FDG-avid PET Scan and Deep Venous T...	*Division of Pulmonary and Critical Care †Department of Pathology, Henry Ford Health, System, Detroit, MI.
23168516	Ease of use of watanabe spigot for alveolopleural fistulas.	Department of Pulmonary and Critical Care, Lahey Clinic, Burlington, MA.
23168515	Pulmonary-gastric fistula.	Division of Thoracic Surgery, Massachusetts General Hospital, Boston, MA.There is no conflict of interest.
